nom_hatvp;nom_developpe;accronyme;variation;
SYNDICAT NATIONAL DE L'ENSEIGNE ET DE LA SIGNALÉTIQUE;SYNDICAT NATIONAL DE L'ENSEIGNE ET DE LA SIGNALÉTIQUE;E-VISIONS;;
HEIDELBERGCEMENT FRANCE S.A.S;HEIDELBERGCEMENT FRANCE S.A.S;;;
FEDERATION ADDICTION;FEDERATION ADDICTION;;;
CREDIT MUTUEL ARKEA;CREDIT MUTUEL ARKEA;;;
SICPA FRANCE;SICPA FRANCE;;;
CTRE JEUNES AGRICULTEURS ILE DE FRANCE;CTRE JEUNES AGRICULTEURS ILE DE FRANCE;;;
U2P OCCITANIE;U2P OCCITANIE;;;
TELL REMI;TELL REMI;;;
JEUNES AGRICULTEURS AUBE 10;JEUNES AGRICULTEURS AUBE 10;;;
ALTERMIND;ALTERMIND;;;
CONSEIL NATIONAL DES GREFFIERS DES TRIBUNAUX DE COMMERCE;CONSEIL NATIONAL DES GREFFIERS DES TRIBUNAUX DE COMMERCE;;;
BRISTOL MYERS SQUIBB;BRISTOL MYERS SQUIBB;;;
CHAMBRE SYNDICALE DEMENAGEMENT;CHAMBRE SYNDICALE DEMENAGEMENT;;;
FEDERATION DEPARTEMENTALE DES SYNDICATS EXPLOITANTS AGRICOLE DE LA SARTHE 72;FEDERATION DEPARTEMENTALE DES SYNDICATS EXPLOITANTS AGRICOLE DE LA SARTHE 72;FDSEA SARTHE 72;;
GEN-G;GEN-G;;;
RENAULT TRUCKS;RENAULT TRUCKS;;;
ASSOCIATION REGIONALE HLM RHONE-ALPES;ASSOCIATION REGIONALE HLM RHONE-ALPES;;;
UNION DES AEROPORTS FRANCAIS UAF;UNION DES AEROPORTS FRANCAIS UAF;UAF;;
FEDERATION DES ENTREPRISES DES OUTRE-MER;FEDERATION DES ENTREPRISES DES OUTRE-MER;FEDOM;;
MEETIC;MEETIC;;;
MCC CONSEIL ET COMMUNICATION;MCC CONSEIL ET COMMUNICATION;;;
SYNDICAT DES ENERGIES RENOUVELABLES;SYNDICAT DES ENERGIES RENOUVELABLES;;;
FEDERATION FRANCAISE D'AIRSOFT;FEDERATION FRANCAISE D'AIRSOFT;;;
UNION FRANCAISE POUR LA SANTE BUCCO-DENTAIRE;UNION FRANCAISE POUR LA SANTE BUCCO-DENTAIRE;UFSBD;;
JEUNES AGRICULTEURS MAINE ET LOIRE 49;JEUNES AGRICULTEURS MAINE ET LOIRE 49;;;
FEDERATION NATIONALE COIFFURE HAUTE-NORMANDIE;FEDERATION NATIONALE COIFFURE HAUTE-NORMANDIE;;;
INTEL CORPORATION SAS;INTEL CORPORATION SAS;;;
CENTRE DEPARTEMENTALE DES JEUNES AGRICULTEURS DE L'ISERE 38;CENTRE DEPARTEMENTALE DES JEUNES AGRICULTEURS DE L'ISERE 38;CDJA DE L'ISERE 38;;
ATOS SE;ATOS SE;;;
HARASSERS U GO ! (HUGO);HARASSERS U GO ! (HUGO);;;
NATIXIS INTERTITRES;NATIXIS INTERTITRES;;;
PARIS 2024 COMITE D'ORGANISATION DES JEUX OLYMPIQUES ET PARALYMPIQUES (COJO);PARIS 2024 COMITE D'ORGANISATION DES JEUX OLYMPIQUES ET PARALYMPIQUES (COJO);;;
EVOLUTION CONDITION ANIMALE;EVOLUTION CONDITION ANIMALE;;;
UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DE L'ALLIER;UNION DEPARTEMENTALE DES PETITES ET MOYENNES ENTREPRISES DE L'ALLIER;CPME ALLIER;;
OXFAM FRANCE;OXFAM FRANCE;;;
TOTALENERGIES RAFFINAGE FRANCE;TOTALENERGIES RAFFINAGE FRANCE;;;
SYNDICAT NATIONAL DES PROFESSIONS DU CHIEN ET DU CHAT;SYNDICAT NATIONAL DES PROFESSIONS DU CHIEN ET DU CHAT;SNPCC;;
FEDERATION DEPARTEMENTALE OVINE DES ALPES MARITIMES 06;FEDERATION DEPARTEMENTALE OVINE DES ALPES MARITIMES 06;FDO ALPES MARITIMES 06;;
CTRE DEPARTEMENT DES JEUNES AGRICULTEURS;CTRE DEPARTEMENT DES JEUNES AGRICULTEURS;;;
UNION DES PIMMS;UNION DES PIMMS;;;
NILE;NILE;;;
NHOOD HOLDING;NHOOD HOLDING;;;
FÉDÉRATION FRANÇAISE DES TÉLÉCOMS;FÉDÉRATION FRANÇAISE DES TÉLÉCOMS;FFT;;
GUILDE DES AUTEURS REALISATEURS DE REPORTAGES ET DOCUMENTAIRES;GUILDE DES AUTEURS REALISATEURS DE REPORTAGES ET DOCUMENTAIRES;;;
FÉDÉRATION FRANÇAISE DU BÂTIMENT;FÉDÉRATION FRANÇAISE DU BÂTIMENT;FFB;;
RUMEUR PUBLIQUE;RUMEUR PUBLIQUE;;;
UNION DES MÉTIERS ET DES INDUSTRIES DE L'HÔTELLERIE DU LOIRET;UNION DES MÉTIERS ET DES INDUSTRIES DE L'HÔTELLERIE DU LOIRET;UMIH 45;;
CHARBUS CONSEIL;CHARBUS CONSEIL;;;
PEUGEOT SA;PEUGEOT SA;;;
CHAMBRE REGIONALE DE METIERS ET DE L ARTISANAT D'ILE DE FRANCE;CHAMBRE REGIONALE DE METIERS ET DE L ARTISANAT D'ILE DE FRANCE;CRMA-IDF;;
UNION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS I&L;UNION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS I&L;UDSEA 37;;
LA FILIERE BETON;LA FILIERE BETON;;;
MUTUALITE FRANCAISE PAYS DE LA LOIRE;MUTUALITE FRANCAISE PAYS DE LA LOIRE;;;
CHIESI SAS;CHIESI SAS;;;
AMAZON FRANCE SERVICES SAS;AMAZON FRANCE SERVICES SAS;;;
ALLIANCE DES SPORTS ET LOISIRS DE NATURE;ALLIANCE DES SPORTS ET LOISIRS DE NATURE;;;
CERCLE NATIONAL DU RECYCLAGE;CERCLE NATIONAL DU RECYCLAGE;;;
KAIROS MSC;KAIROS MSC;;;
SNCF MOBILITES;SNCF MOBILITES;;;
USH HABITAT SOCIAL EN OCCITANIE MIDI & PYRÉNÉES;USH HABITAT SOCIAL EN OCCITANIE MIDI & PYRÉNÉES;;;
SODEXO ENTREPRISES;SODEXO ENTREPRISES;;;
SCOUTS ET GUIDES DE FRANCE;SCOUTS ET GUIDES DE FRANCE;;;
UNION NATIONALE PRODUCTEURS GRANULATS;UNION NATIONALE PRODUCTEURS GRANULATS;;;
CMI PUBLISHING;CMI PUBLISHING;;;
AUTOMOBILE CLUB ASSOCIATION FRANCAISE DES AUTOMOBILISTES;AUTOMOBILE CLUB ASSOCIATION FRANCAISE DES AUTOMOBILISTES;;;
SEQENS;SEQENS;;;
AGENCE DROIT DEVANT;AGENCE DROIT DEVANT;;;
FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES IDF;FEDERATION REGIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES IDF;FRSEA IDF;;
ORDRE NATIONAL DES MEDECINS;ORDRE NATIONAL DES MEDECINS;;;
SYNDICAT NATIONAL DE LA FABRICATION ET DU COMMERCE DES PRODUITS À L'USAGE PHARMACEUTIQUE;SYNDICAT NATIONAL DE LA FABRICATION ET DU COMMERCE DES PRODUITS À L'USAGE PHARMACEUTIQUE;;;
FINANSOL FINANCE ET SOLIDARITE;FINANSOL FINANCE ET SOLIDARITE;;;
CONFEDERATION DU COMMERCE DE GROS ET INTERNATIONNAL;CONFEDERATION DU COMMERCE DE GROS ET INTERNATIONNAL;CGI;;
BRUNSWICK;BRUNSWICK;;;
EURONEXT PARIS SA;EURONEXT PARIS SA;;;
COMITE INTERPROFESSIONNEL VIN APPELLATION ORIGINE;COMITE INTERPROFESSIONNEL VIN APPELLATION ORIGINE;CNIV;;
FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DU TERRITOIRE DE BELFORT;FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DU TERRITOIRE DE BELFORT;FFB TERRITOIRE DE BELFORT 90;;
GALILEO GLOBAL EDUCATION FRANCE;GALILEO GLOBAL EDUCATION FRANCE;;;
CONSEIL NLE INDU COMM GROS VIN;CONSEIL NLE INDU COMM GROS VIN;;;
ASSOCIATION FRANCAISE DES MARCHES FINANCIERS AMAFI;ASSOCIATION FRANCAISE DES MARCHES FINANCIERS AMAFI;AMAFI;;
SYNDICAT DES PHARMACIENS DE MAINE ET LOIRE 49;SYNDICAT DES PHARMACIENS DE MAINE ET LOIRE 49;;;
BOIRON;BOIRON;;;
BOUYGUES IMMOBILIER;BOUYGUES IMMOBILIER;;;
ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES;ASSOCIATION NATIONALE DES DIRECTEURS DES RESSOURCES HUMAINES;;;
ASS FRANCE BOIS FORET;ASSociation FRANCE BOIS FORET;;;
CEMAFROID;CEMAFROID;;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'AIN;CHAMBRE DE COMMERCE ET D'INDUSTRIE DE L'AIN;CCI 01;;
COMPAGNIE DES GAZ DE PETROLE PRIMAGAZ;COMPAGNIE DES GAZ DE PETROLE PRIMAGAZ;;;
CONVICTIONS' AFFAIRES PUBLIQUES;CONVICTIONS' AFFAIRES PUBLIQUES;;;
FNARS HAUT DE FRANCE;Fédération des acteurs de la solidarité HAUT DE FRANCE;;;
CONFED NATION ARTISA TP PAYSAG ACTIV ANN;CONFEDeration NATIONale  des ARTISAnts des Travaux Public et du  PAYSAGe ACTIV ANN;;;
CMA CGM;CMA CGM;;;
CHAMBRE SYNDICALE EDITION MUSICALE;CHAMBRE SYNDICALE EDITION MUSICALE;;;
MUTUALITE FRANCAISE POITOU CHARENTES;MUTUALITE FRANCAISE POITOU CHARENTES;;;
MEDIAWAN PROD;MEDIAWAN PROD;;;
ASSOCIATION FRANCAISE DES JURISTES D'ENTREPRISES;ASSOCIATION FRANCAISE DES JURISTES D'ENTREPRISES;AFJE;;
CENTRE DEPARTEMENTAL JEUNES AGRICULTEURS;CENTRE DEPARTEMENTAL JEUNES AGRICULTEURS;;;
GROUPE SOS SENIORS;GROUPE SOS SENIORS;;;
ONE VOICE;ONE VOICE;;;
CDC HABITAT;CDC HABITAT;SNI;;
MORLANNE DEFENSE STRATEGIE ET AVIATION-SAS;MORLANNE DEFENSE STRATEGIE ET AVIATION-SAS;;;
PARI MUTUEL URBAIN;PARI MUTUEL URBAIN;;;
JOUL;JOUL;;;
HUAWEI TECHNOLOGIES FRANCE;HUAWEI TECHNOLOGIES FRANCE;;;
CONSEIL NATIONAL DES BARREAUX;CONSEIL NATIONAL DES BARREAUX;;;
FÉDÉRATION DU BÂTIMENT ET DES TP DES BOUCHES-DU-RHÔNE;FÉDÉRATION DU BÂTIMENT ET DES TP DES BOUCHES-DU-RHÔNE;FFB 13;;
COMILOG DUNKERQUE;COMILOG DUNKERQUE;;;
SYNDICAT NATIONANL APICULTURE;SYNDICAT NATIONANL APICULTURE;;;
FRANCE BREVETS;FRANCE BREVETS;;;
ARTEMA;ARTEMA;;;
ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;ASSOCIATION POUR LA PROMOTION DE L'INNOVATION DES DISPOSITIFS MEDICAUX APIDIM.;APIDIM;;
TEREOS PARTICIPATIONS;TEREOS PARTICIPATIONS;;;
LES PRODUCTEURS DE LEGUMES DE FRANCE;LES PRODUCTEURS DE LEGUMES DE FRANCE;;;
ERNST & YOUNG SOCIETE D' AVOCATS;ERNST & YOUNG SOCIETE D' AVOCATS;;;
INSTITUT NATIONAL DE LA CONSOMMATION;INSTITUT NATIONAL DE LA CONSOMMATION;;;
PROFESSIONNELS DE L'EMPLOI EN PORTAGE SALARIAL;PROFESSIONNELS DE L'EMPLOI EN PORTAGE SALARIAL;PEPS;;
UNION POUR L'HABITAT SOCIAL DE NORMANDIE;UNION POUR L'HABITAT SOCIAL DE NORMANDIE;;;
GES GROUPEMENT DES ENTREPRISES DE SECURITE;GES GROUPEMENT DES ENTREPRISES DE SECURITE;;;
FRANCE HYDRO ELECTRICITE;FRANCE HYDRO ELECTRICITE;;;
EVOLEN;EVOLEN;;;
FRANCE ESPORTS;FRANCE ESPORTS;;;
FÉDÉRATION FRANÇAISE DU BÂTIMENT BOURGOGNE-FRANCHE-COMTÉ;FÉDÉRATION FRANÇAISE DU BÂTIMENT BOURGOGNE-FRANCHE-COMTÉ;FFB BOURGOGNE-FRANCE-COMTÉ;;
EUNOVIA SASU;EUNOVIA SASU;;;
ARCTURUS FRANCE;ARCTURUS FRANCE;;;
ORIGINIS;ORIGINIS;;;
ALUMINIUM DUNKERQUE;ALUMINIUM DUNKERQUE;;;
FONDATION INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT DURABLE ET LES RELATIONS INTERNATIONALES;FONDATION INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT DURABLE ET LES RELATIONS INTERNATIONALES;;;
FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DES LANDES;FÉDÉRATION DÉPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DES LANDES;FDSEA 40;;
PRISM'EMPLOI;PRISM'EMPLOI;;;
UNION NATIONALE DES PROFESSIONS LIBERALES;UNION NATIONALE DES PROFESSIONS LIBERALES;UNAPL;;
SECRETARIAT GENERAL DE L'ENSEIGNEMENT CATHOLIQUE SGEC;SECRETARIAT GENERAL DE L'ENSEIGNEMENT CATHOLIQUE SGEC;SGEC;;
SYNDICAT NATIONAL DES RESIDENCES DE TOURISME;SYNDICAT NATIONAL DES RESIDENCES DE TOURISME;;;
TOTALENERGIES RENOUVELABLES FRANCE;TOTALENERGIES RENOUVELABLES FRANCE;;;
BAXTER S.A.S;BAXTER S.A.S;;;
ADECCO GROUPE FRANCE;ADECCO GROUPE FRANCE;;;
CONSEIL NATIONAL DE L ORDRE DES VETERINAIRES;CONSEIL NATIONAL DE L ORDRE DES VETERINAIRES;;;
FONDATION APPRENTIS D AUTEUIL;FONDATION APPRENTIS D AUTEUIL;;;
SNCF GARES & CONNEXIONS;SNCF GARES & CONNEXIONS;;;
TOTALENERGIES PETROCHEMICALS FRANCE;TOTALENERGIES PETROCHEMICALS FRANCE;;;
DOMAINES PUBLICS;DOMAINES PUBLICS;;;
SECURIMUT;SECURIMUT;;;
GALIAN;GALIAN;;;
SYNDICAT DES BIOLOGISTES;SYNDICAT DES BIOLOGISTES;;;
CITIZENS'CLIMATE LOBBY FRANCE;CITIZENS'CLIMATE LOBBY FRANCE;;;
CINOV NUMERIQUE;CINOV NUMERIQUE;;;
SYNDICAT DES POISSONNIERS ECAILLERS DE FRANCE;SYNDICAT DES POISSONNIERS ECAILLERS DE FRANCE;;;
GECINA;GECINA;;;
FNSEA;Fédération nationale des syndicats d'exploitants agricoles;;;
CONSEIL NATIONAL DE L'EXPERTISE FONCIERE AGRICOLE ET FORESTIERE;CONSEIL NATIONAL DE L'EXPERTISE FONCIERE AGRICOLE ET FORESTIERE;;;
SYNDICAT NATIONAL DES FABRICANTS DE PRODUITS AROMATIQUES;SYNDICAT NATIONAL DES FABRICANTS DE PRODUITS AROMATIQUES;PRODAROM / ASFO GRASSE;;
VINCI;VINCI;;;
SOCIÉTÉ DES AUTEURS ET COMPOSITEURS DRAMATIQUES;SOCIÉTÉ DES AUTEURS ET COMPOSITEURS DRAMATIQUES;SACD;;
NOUVEAU POINT DE VUE;NOUVEAU POINT DE VUE;;;
CENTRE D'ENTRAINEMENT AUX METHODES D'EDUCATION ACTIVE;CENTRE D'ENTRAINEMENT AUX METHODES D'EDUCATION ACTIVE;;;
OVH;OVH;;;
LJ COMMUNICATION;LJ COMMUNICATION;;;
CONSEIL NATIONAL DU RESEAU CER FRANCE;CONSEIL NATIONAL DU RESEAU CER FRANCE;;;
CHAMBRE DE COMMERCE INDUSTRIE DORDOGNE;CHAMBRE DE COMMERCE INDUSTRIE DORDOGNE;;;
FINANCIERE RIVE GAUCHE;FINANCIERE RIVE GAUCHE;;;
EUROPE 1 TELECOMPAGNIE;EUROPE 1 TELECOMPAGNIE;;;
FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;FEDERATION FRANCAISE DU TRANSPORT DE PERSONNES SUR RESERVATION;;;
FEDERATION NATIONALE BOVINE;FEDERATION NATIONALE BOVINE;FNB;;
UNION FRANCAISE DU LEVAGE (UFL);UNION FRANCAISE DU LEVAGE (UFL);UFL;;
CCI BRETAGNE;Chambre du commerce et d'industrie BRETAGNE;CCI BRETAGNE;;
LA TRANSALPINE LYON-TURIN;LA TRANSALPINE LYON-TURIN;;;
INSTITUT DE L'ECONOMIE CIRCULAIRE;INSTITUT DE L'ECONOMIE CIRCULAIRE;;;
BONA FIDE;BONA FIDE;;;
SODEXO SPORTS ET LOISIRS;SODEXO SPORTS ET LOISIRS;;;
ASSOCIATION REGIONALE DES ORGANISMES HLM AQUITAINE;ASSOCIATION REGIONALE DES ORGANISMES HLM AQUITAINE;;;
FEDERATION FRANCAISE DES ARTISANS FLEURISTES;FEDERATION FRANCAISE DES ARTISANS FLEURISTES;FFAF;;
CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALSACE EUROMETROPOLE;CHAMBRE DE COMMERCE ET D'INDUSTRIE TERRITORIALE ALSACE EUROMETROPOLE;CCI ALSACE EUROMETROPOLE;;
METROPOLE TELEVISION - M6;METROPOLE TELEVISION - M6;;;
CONFÉDÉRATION GÉNÉRALE DES PLANTEURS DE BETTERAVES;CONFÉDÉRATION GÉNÉRALE DES PLANTEURS DE BETTERAVES;CGB;;
SYNDICAT DES FABRICANTS D'EQUIPEMENTS ET DE PIECES POUR AUTOMOBILES;SYNDICAT DES FABRICANTS D'EQUIPEMENTS ET DE PIECES POUR AUTOMOBILES;;;
NUMEUM;NUMEUM;;;
CHAMBRE SYNDICALE FRANCAISE DE LA LEVURE;CHAMBRE SYNDICALE FRANCAISE DE LA LEVURE;CSFL;;
INSTITUT MERIEUX;INSTITUT MERIEUX;;;
FEDERATION FRANCAISE DE SERVICES A LA PERSONNE ET DE PROXIMITE;FEDERATION FRANCAISE DE SERVICES A LA PERSONNE ET DE PROXIMITE;;;
JEUNESSE IVOIRIENNE SOLIDAIRE (JIS);JEUNESSE IVOIRIENNE SOLIDAIRE (JIS);;;
UNION NATION SYNDIC FR ARCHIS0;UNION NATION SYNDIC FR ARCHIS0;;;
FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DE LA SOMME;FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DE LA SOMME;FBTP SOMME 80;;
GROUPEMENT DES INDUSTRIELS FRANCAIS DE L'ENERGIE NUCLEAIRE (GIFEN);GROUPEMENT DES INDUSTRIELS FRANCAIS DE L'ENERGIE NUCLEAIRE (GIFEN);;;
CACEIS;CACEIS;;;
ROBERT BOSCH FRANCE;ROBERT BOSCH FRANCE;;;
CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DU GARD;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT DU GARD;CMA 30;;
SYNDICAT PROFESSIONNEL DES FABRICANTS DE FILS ET DE CABLES ELECTRIQUES ET DE COMMUNICATION;SYNDICAT PROFESSIONNEL DES FABRICANTS DE FILS ET DE CABLES ELECTRIQUES ET DE COMMUNICATION;SYCABEL;;
ASSOCIATION VEGETARIENNE DE FRANCE;ASSOCIATION VEGETARIENNE DE FRANCE;;;
FEDERATION FRANCAISE DE LA PARFUMERIE SELECTIVE;FEDERATION FRANCAISE DE LA PARFUMERIE SELECTIVE;;;
SPORT ET CITOYENNETE '3S';SPORT ET CITOYENNETE '3S';;;
SYNDIC ENTREP DISTRIB PROGRAMMES AUDIOVISUELS;SYNDICat ENTREPrise DISTRIBution de PROGRAMMES AUDIOVISUELS;;;
SOCIETE NATIONALE SNCF;SOCIETE NATIONALE SNCF;;;
FEDERATION DEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS DE L'ORNE;FEDERATION DEPARTEMENTALE DU BATIMENT ET DES TRAVAUX PUBLICS DE L'ORNE;FFB DE L'ORNE;;
UNION DE LA PRESSE EN REGIONS;UNION DE LA PRESSE EN REGIONS;UPREG;;
ASSOCIATION NATIONALE DES OFFICIERS DE CARRIÈRE EN RETRAITE;ASSOCIATION NATIONALE DES OFFICIERS DE CARRIÈRE EN RETRAITE;ANOCR;;
ASSOCIATION INTERCEREALES;ASSOCIATION INTERCEREALES;;;
AMAZON WEB SERVICES EMEA SARL;AMAZON WEB SERVICES EMEA SARL;;;
ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);ASSOCIATION DES LOUEURS A DOUBLE COMMANDE (ADLC);ADLC;;
UNION NATIONALE INTERPROFESSIONNELLE CIDRICOLE (U.N.I.C.I.D);UNION NATIONALE INTERPROFESSIONNELLE CIDRICOLE (U.N.I.C.I.D);;;
FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;FARE PROPRETE FONDS D'ACTIONS ET DE RESSOURCES POUR LES ENTREPRISES;;;
TBWA GROUPE;TBWA GROUPE;;;
SYNDICAT NATIONAL DE L'ÉDITION PHONOGRAPHIQUE;SYNDICAT NATIONAL DE L'ÉDITION PHONOGRAPHIQUE;SNEP;;
CHAMBRE DE MÉTIERS ET DE L'ARTISANAT PACA;CHAMBRE DE MÉTIERS ET DE L'ARTISANAT PACA;;;
QUALCOMM COMMUNICATIONS;QUALCOMM COMMUNICATIONS;;;
VICTORY CAPITAL;VICTORY CAPITAL;;;
JIN;JIN;;;
SOCIETE DE FINANCEMENT LOCAL;SOCIETE DE FINANCEMENT LOCAL;;;
PARIS EN SELLE;PARIS EN SELLE;;;
CONFEDERATION NATIONALE DE LA MOBILITE;CONFEDERATION NATIONALE DE LA MOBILITE;;;
MARS WRIGLEY CONFECTIONERY FRANCE;MARS WRIGLEY CONFECTIONERY FRANCE;;;
FÉDÉRATION NATIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE LA CÔTE D'OR;FÉDÉRATION NATIONALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE LA CÔTE D'OR;FDSEA 21;;
FEDERATION DEPARTEMENTALE OVINE DU VAUCLUSE;FEDERATION DEPARTEMENTALE OVINE DU VAUCLUSE;;;
BAILLET DULIEU ASSOCIES;BAILLET DULIEU ASSOCIES;;;
ASSOCIATION FRANÇAISE DES JEUX EN LIGNE (AFJEL);ASSOCIATION FRANÇAISE DES JEUX EN LIGNE ;AFJEL;;
VALEO;VALEO;;;
COMITE DE LIAISON CENTRES DE GESTION;COMITE DE LIAISON CENTRES DE GESTION;CLCG;;
SECOURS ISLAMIQUE;SECOURS ISLAMIQUE;;;
VENTE PRIVEE.COM;VENTE PRIVEE.COM;;;
INSTITUT DE LA PROTECTION SOCIALE;INSTITUT DE LA PROTECTION SOCIALE;IPS;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DES HAUTES-PYRENEES 65;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DES HAUTES-PYRENEES 65;FDSEA HAUTES-PYRENEES 65;;
ASS POUR DROIT MOURIR DIGNITE;ASSociation POUR le DROIT de MOURIR dans DIGNITE;ADMD;;
CONFÉDÉRATION DES CHOCOLATIERS ET CONFISEURS DE FRANCE;CONFÉDÉRATION DES CHOCOLATIERS ET CONFISEURS DE FRANCE;;;
ASSOCIATION DES DIRECTEURS FINANCIERS ET DE CONTROLE DE GESTION;ASSOCIATION DES DIRECTEURS FINANCIERS ET DE CONTROLE DE GESTION;DFCG;;
FEDERATION DEPARTEMENTALE SYNDICATS EXPLOITANTS AGRICOLES DU NORD 59;FEDERATION DEPARTEMENTALE SYNDICATS EXPLOITANTS AGRICOLES DU NORD 59;FDSEA DU NORD 59;;
FED NLE COOP COLL TRANSBETTERAVE;FED NLE COOP COLL TRANSBETTERAVE;;;
ASSOCIATION NATIONALE ANIMAUX SOUS TENSION;ASSOCIATION NATIONALE ANIMAUX SOUS TENSION;;;
ASSOCIATION DE LA PRESSE POUR LA TRANSPARENCE ECONOMIQUE;ASSOCIATION DE LA PRESSE POUR LA TRANSPARENCE ECONOMIQUE;;;
EASYJET AIRLINE COMPANY LIMITED;EASYJET AIRLINE COMPANY LIMITED;;;
ASSOCIATION REGIONALE HLM DE BOURGOGNE;ASSOCIATION REGIONALE HLM DE BOURGOGNE;;;
ABBOTT FRANCE;ABBOTT FRANCE;;;
ANGIE;ANGIE;;;
RB PUBLIC AFFAIRS;RB PUBLIC AFFAIRS;;;
INNOVHEALTH GROUP;INNOVHEALTH GROUP;;;
VOI TECHNOLOGY SASU;VOI TECHNOLOGY SASU;;;
UNION NATIONALE APICULTURE FRANCAISE;UNION NATIONALE APICULTURE FRANCAISE;;;
ELIOR GROUP;ELIOR GROUP;;;
GROUPE SOS SOLIDARITES;GROUPE SOS SOLIDARITES;;;
MACIF;MACIF;SA;;
LABORATOIRES COLOPLAST;LABORATOIRES COLOPLAST;;;
CILAB;CILAB;;;
METRO FRANCE;METRO FRANCE;METRO;;
ENDOMIND FRANCE;ENDOMIND FRANCE;;;
ERAMET SANDOUVILLE;ERAMET SANDOUVILLE;;;
CIFOG;CIFOG;;;
TERRITOIRES ZERO CHOMEUR DE LONGUE DUREE;TERRITOIRES ZERO CHOMEUR DE LONGUE DUREE;TZCLD;;
ESL & NETWORK FRANCE SAS;ESL & NETWORK FRANCE SAS;;;
FEDERATION NATIONALE DES SOCIETES COOPERATIVES D'HLM;FEDERATION NATIONALE DES SOCIETES COOPERATIVES D'HLM;LES COOP' HLM;;
MERCURE FORMATION;MERCURE FORMATION;;;
SYNDICAT DES REGIES INTERNET;SYNDICAT DES REGIES INTERNET;SRI;;
ABO WIND;ABO WIND;;;
LE CERCLE DE L'ARBALETE;LE CERCLE DE L'ARBALETE;;;
ASSO MANAGEM RISQUE ASSURANCE ENTREPRISE;ASSO MANAGEM RISQUE ASSURANCE ENTREPRISE;;;
CENTRE RÉGIONAL JEUNES AGRICULTEURS RÉGION CENTRE;CENTRE RÉGIONAL JEUNES AGRICULTEURS RÉGION CENTRE;CRJA CENTRE;;
SYNDICAT MEDECINS LIBERAUX;SYNDICAT MEDECINS LIBERAUX;;;
MOBIVIA;MOBIVIA;;;
FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DE DROME ET ARDECHE;FEDERATION DU BATIMENT ET DES TRAVAUX PUBLICS DE DROME ET ARDECHE;FBTP DROME ARDECHE;;
JEUNES AGRICULTEURS LOZERE;JEUNES AGRICULTEURS LOZERE;JA LOZERE 48;;
ACTEURS DE L'INDUSTRIE DU RETROFIT ELECTRIQUE;ACTEURS DE L'INDUSTRIE DU RETROFIT ELECTRIQUE;;;
JEUNES AGRICULTEURS ALLIER 03;JEUNES AGRICULTEURS ALLIER 03;;;
MERCIALYS;MERCIALYS;;;
ALTERMIND UK LIMITED;ALTERMIND UK LIMITED;;;
MUTUALITE FRANCAISE PROVENCE ALPES COTE D AZUR;MUTUALITE FRANCAISE PROVENCE ALPES COTE D AZUR;;;
FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE HAUTE MARNE 52;FEDERATION DEPARTEMENTALE DES SYNDICATS D'EXPLOITANTS AGRICOLES DE HAUTE MARNE 52;FDSEA HAUTE MARNE 52;;
ASSOCIATION FRANCAISE DE LA GESTION FINANCIERE;ASSOCIATION FRANCAISE DE LA GESTION FINANCIERE;AFG;;
ALLIANCE VITA;ALLIANCE VITA;;;
